,Platform,Genre,Publisher,NA_Sales,Critic_Score,Critic_Count,User_Score,Year_of_Sales
539,PS4,Fighting,Warner Bros. Interactive Entertainment,1.5,83.0,81.0,7.7,1.0
540,PS2,Simulation,Electronic Arts,1.41,83.0,33.0,7.7,13.0
541,PS3,Shooter,Sony Computer Entertainment,1.45,84.0,85.0,7.9,5.0
542,X360,Action,LucasArts,1.74,73.0,74.0,6.7,8.0
544,DS,Platform,Nintendo,1.45,81.0,42.0,7.4,10.0
545,X360,Action,THQ,1.25,84.0,70.0,7.6,5.0
548,PS3,Fighting,Namco Bandai Games,1.2,79.0,63.0,7.4,7.0
551,Wii,Platform,Sega,1.21,69.0,44.0,6.6,9.0
553,GBA,Action,Nintendo,1.75,95.0,30.0,9.1,14.0
554,PS2,Action,Virgin Interactive,0.99,86.0,23.0,8.2,15.0
556,X360,Adventure,Take-Two Interactive,1.52,89.0,83.0,7.8,5.0
557,X360,Shooter,Activision,1.49,82.0,71.0,6.5,10.0
558,X360,Sports,Electronic Arts,2.42,78.0,55.0,5.9,5.0
559,PS2,Action,LucasArts,1.85,84.0,32.0,9.0,10.0
560,PS4,Shooter,Sony Computer Entertainment,0.89,73.0,88.0,6.8,3.0
561,X360,Sports,Electronic Arts,2.38,84.0,47.0,5.7,6.0
562,PS2,Racing,Electronic Arts,1.23,93.0,52.0,9.1,12.0
565,DS,Puzzle,Nintendo,1.63,79.0,51.0,7.7,6.0
566,DS,Puzzle,Nintendo,0.28,83.0,58.0,8.7,7.0
567,PS2,Shooter,Activision,1.48,77.0,39.0,8.2,11.0
568,PS,Shooter,Electronic Arts,1.44,92.0,17.0,8.6,18.0
569,XB,Role-Playing,Microsoft Game Studios,1.99,85.0,87.0,8.5,12.0
570,X360,Misc,Activision,1.78,85.0,67.0,6.3,8.0
571,XOne,Sports,Electronic Arts,0.43,84.0,50.0,5.5,0.0
573,PS2,Action,Ubisoft,1.15,89.0,24.0,7.7,13.0
575,PS3,Racing,Electronic Arts,0.69,84.0,55.0,6.9,7.0
577,PSP,Shooter,Electronic Arts,0.86,71.0,24.0,7.9,10.0
578,PS3,Role-Playing,Square Enix,0.78,79.0,53.0,6.6,5.0
579,PS2,Racing,Take-Two Interactive,2.0,78.0,18.0,7.8,16.0
580,X360,Sports,Electronic Arts,1.47,80.0,65.0,8.0,6.0
581,PS2,Sports,Sega,2.15,90.0,37.0,8.2,12.0
582,X360,Strategy,Microsoft Game Studios,1.54,82.0,92.0,7.2,7.0
583,X360,Sports,Take-Two Interactive,2.31,90.0,42.0,7.7,5.0
585,X360,Sports,Electronic Arts,0.59,90.0,63.0,7.5,7.0
586,X360,Shooter,Electronic Arts,1.56,74.0,71.0,6.7,6.0
587,PS2,Action,Electronic Arts,0.9,71.0,16.0,7.6,14.0
589,PS3,Action,Sony Computer Entertainment,1.7,91.0,50.0,8.7,7.0
590,PS2,Sports,Electronic Arts,2.03,84.0,21.0,8.1,12.0
591,Wii,Sports,Nintendo,1.05,79.0,47.0,8.0,9.0
592,PS3,Sports,Electronic Arts,0.48,87.0,42.0,7.5,8.0
593,DS,Simulation,Nintendo,0.62,73.0,4.0,7.7,8.0
594,PS2,Fighting,THQ,1.4,80.0,27.0,8.6,10.0
595,X360,Action,LucasArts,1.53,80.0,24.0,7.4,9.0
597,PS2,Sports,Electronic Arts,2.14,78.0,11.0,7.8,9.0
598,PSP,Role-Playing,Capcom,0.37,72.0,38.0,8.7,9.0
601,GC,Platform,Sega,1.7,73.0,28.0,8.3,15.0
604,PS3,Sports,Electronic Arts,2.11,83.0,22.0,5.5,4.0
605,X360,Role-Playing,Electronic Arts,1.76,86.0,68.0,7.9,7.0
606,GC,Role-Playing,Nintendo,1.21,73.0,37.0,8.0,13.0
607,PSP,Platform,Sony Computer Entertainment,0.64,87.0,68.0,7.8,7.0
608,X360,Sports,Electronic Arts,2.21,83.0,50.0,7.0,8.0
610,PS2,Racing,Acclaim Entertainment,1.13,80.0,15.0,7.9,15.0
611,DS,Misc,Nintendo,0.26,75.0,15.0,8.0,6.0
612,X360,Sports,Take-Two Interactive,2.1,87.0,23.0,4.9,3.0
614,Wii,Action,Activision,1.48,78.0,8.0,7.0,4.0
616,Wii,Sports,Konami Digital Entertainment,1.11,50.0,23.0,5.4,8.0
619,X360,Role-Playing,Activision,2.29,82.0,68.0,7.5,10.0
621,PS2,Fighting,Midway Games,1.81,79.0,31.0,8.8,14.0
622,Wii,Misc,Midway Games,1.47,25.0,8.0,4.3,9.0
623,PS4,Action,Sony Computer Entertainment,1.03,92.0,100.0,8.6,1.0
625,GC,Misc,Nintendo,1.13,70.0,26.0,7.4,14.0
626,X360,Racing,Disney Interactive Studios,1.38,85.0,55.0,7.7,8.0
628,PS3,Sports,Take-Two Interactive,1.73,90.0,26.0,8.0,4.0
629,PS3,Action,THQ,0.86,82.0,50.0,7.7,5.0
630,PS3,Shooter,Sony Computer Entertainment,1.15,87.0,79.0,6.1,8.0
631,PS4,Sports,Take-Two Interactive,1.47,83.0,50.0,7.0,2.0
633,PS,Role-Playing,SquareSoft,0.93,83.0,12.0,8.2,19.0
634,PS3,Racing,Take-Two Interactive,1.56,82.0,50.0,8.2,8.0
636,PS2,Simulation,Electronic Arts,1.07,81.0,26.0,8.4,13.0
638,Wii,Action,Warner Bros. Interactive Entertainment,1.28,79.0,13.0,8.0,6.0
640,XOne,Shooter,Activision,1.46,78.0,17.0,3.1,0.0
641,XOne,Sports,Electronic Arts,2.08,84.0,23.0,6.1,1.0
644,X360,Shooter,Ubisoft,1.56,82.0,66.0,7.8,8.0
647,PSP,Racing,Electronic Arts,0.87,73.0,14.0,7.9,10.0
648,PS2,Fighting,Atari,1.63,66.0,28.0,8.2,13.0
649,PS3,Sports,Konami Digital Entertainment,0.29,77.0,40.0,6.8,6.0
650,PS2,Racing,Sony Computer Entertainment,2.07,82.0,16.0,8.4,15.0
652,PS2,Racing,Electronic Arts,0.69,62.0,11.0,6.2,9.0
653,X360,Shooter,Microsoft Game Studios,1.44,82.0,73.0,8.1,5.0
660,PS2,Misc,RedOctane,1.67,91.0,65.0,8.7,11.0
661,PS3,Sports,Electronic Arts,2.04,83.0,36.0,6.1,6.0
664,X360,Action,Deep Silver,1.48,71.0,75.0,6.9,5.0
665,PC,Shooter,Vivendi Games,2.28,96.0,81.0,9.1,12.0
666,PS2,Action,THQ,0.96,62.0,36.0,7.6,12.0
667,X360,Sports,Electronic Arts,2.18,85.0,46.0,6.4,9.0
668,PS2,Sports,Activision,1.25,83.0,59.0,8.8,12.0
669,X360,Sports,505 Games,1.74,42.0,10.0,5.5,6.0
670,PS3,Sports,Electronic Arts,2.03,85.0,41.0,6.8,7.0
672,X360,Racing,Take-Two Interactive,1.68,81.0,66.0,8.5,8.0
675,X360,Misc,Microsoft Game Studios,1.73,73.0,33.0,2.9,5.0
676,PS2,Fighting,THQ,0.92,71.0,11.0,7.2,9.0
677,3DS,Action,Nintendo,1.15,89.0,82.0,9.0,1.0
679,PS2,Action,Capcom,1.08,84.0,21.0,8.4,15.0
680,XOne,Sports,Take-Two Interactive,1.95,86.0,14.0,6.2,1.0
681,X360,Sports,Microsoft Game Studios,1.38,66.0,46.0,6.5,5.0
685,PS2,Shooter,Electronic Arts,0.85,84.0,42.0,9.1,12.0
686,PS,Racing,Electronic Arts,1.58,86.0,14.0,8.5,17.0
688,PC,Action,NCSoft,0.96,90.0,69.0,7.9,4.0
690,3DS,Role-Playing,Nintendo,1.12,75.0,69.0,5.6,4.0
692,PS3,Action,Warner Bros. Interactive Entertainment,1.07,76.0,46.0,7.7,3.0
695,PS3,Action,LucasArts,1.02,80.0,18.0,6.7,9.0
696,XB,Racing,Electronic Arts,1.38,77.0,35.0,8.7,12.0
697,PS3,Sports,Konami Digital Entertainment,0.3,78.0,42.0,6.7,7.0
699,PS2,Sports,Electronic Arts,0.38,82.0,8.0,6.9,8.0
700,DS,Action,Warner Bros. Interactive Entertainment,1.07,72.0,7.0,7.2,6.0
701,X360,Simulation,Electronic Arts,1.27,76.0,42.0,7.1,6.0
702,DS,Role-Playing,Nintendo,0.94,68.0,24.0,8.2,8.0
704,PS3,Action,Deep Silver,1.08,71.0,41.0,6.6,5.0
705,GBA,Platform,Nintendo,1.22,81.0,24.0,8.9,14.0
706,GBA,Platform,Nintendo,0.9,88.0,17.0,8.9,15.0
707,PS3,Misc,Sega,1.34,80.0,35.0,8.6,7.0
708,PS4,Action,Ubisoft,0.6,76.0,91.0,6.3,0.0
709,XOne,Shooter,Electronic Arts,1.28,87.0,37.0,8.2,0.0
710,PS2,Adventure,Capcom,0.62,84.0,31.0,9.0,14.0
712,GC,Role-Playing,Nintendo,1.48,87.0,55.0,9.4,12.0
713,PS3,Sports,Electronic Arts,1.93,79.0,31.0,5.5,5.0
714,PS3,Action,Sony Computer Entertainment,1.23,80.0,89.0,7.5,3.0
715,PS3,Misc,Activision,1.4,83.0,45.0,7.8,9.0
716,GBA,Platform,Sega,1.19,87.0,22.0,8.1,15.0
717,Wii,Misc,Sega,1.05,74.0,53.0,5.7,10.0
720,WiiU,Platform,Nintendo,1.25,77.0,59.0,7.9,3.0
722,GBA,Platform,Vivendi Games,1.29,74.0,16.0,8.0,15.0
723,PSP,Fighting,Square Enix,0.51,79.0,61.0,8.0,8.0
724,X360,Sports,Electronic Arts,1.98,80.0,32.0,5.6,3.0
727,PS3,Shooter,Take-Two Interactive,1.05,91.0,25.0,8.2,4.0
728,PS2,Action,Ubisoft,0.88,92.0,44.0,8.8,13.0
729,Wii,Role-Playing,Nintendo,0.65,84.0,70.0,8.6,7.0
730,X360,Action,Warner Bros. Interactive Entertainment,1.24,80.0,37.0,7.6,3.0
733,PS4,Shooter,Ubisoft,0.55,73.0,40.0,7.3,1.0
734,PS3,Action,LucasArts,1.01,71.0,47.0,6.6,8.0
737,X360,Misc,Activision,2.01,92.0,55.0,8.1,9.0
738,XOne,Racing,Microsoft Game Studios,1.21,79.0,76.0,5.9,3.0
739,X360,Misc,Electronic Arts,1.78,92.0,69.0,8.3,8.0
742,X360,Racing,Electronic Arts,1.03,88.0,73.0,7.0,6.0
743,DS,Action,Activision,1.4,80.0,15.0,7.9,8.0
744,X360,Shooter,Take-Two Interactive,1.45,88.0,93.0,8.2,6.0
746,XB,Role-Playing,Activision,1.68,94.0,72.0,9.2,13.0
749,PS4,Sports,Electronic Arts,1.54,81.0,37.0,6.1,2.0
750,PS3,Action,Konami Digital Entertainment,0.34,80.0,41.0,6.6,5.0
751,X360,Action,THQ,1.17,81.0,74.0,7.5,10.0
753,PS2,Racing,THQ,1.92,82.0,26.0,8.9,14.0
754,XOne,Sports,Electronic Arts,0.6,82.0,33.0,5.4,2.0
758,XOne,Shooter,Ubisoft,1.29,80.0,33.0,6.9,0.0
759,X360,Role-Playing,Square Enix,1.28,82.0,54.0,6.3,6.0
760,PC,Simulation,Electronic Arts,1.23,74.0,17.0,7.9,15.0
761,DS,Puzzle,Warner Bros. Interactive Entertainment,1.67,79.0,72.0,7.6,7.0
762,Wii,Platform,Sega,1.26,66.0,30.0,7.3,8.0
764,DS,Role-Playing,Nintendo,1.28,69.0,21.0,7.6,10.0
767,PS4,Shooter,Activision,0.81,90.0,31.0,6.1,0.0
768,PS3,Action,Square Enix,0.59,83.0,30.0,7.5,4.0
774,PSP,Shooter,Activision,0.52,64.0,45.0,7.5,9.0
775,PS2,Simulation,Konami Digital Entertainment,1.04,77.0,26.0,9.0,12.0
776,GBA,Role-Playing,SquareSoft,0.82,87.0,44.0,7.8,13.0
777,Wii,Sports,Ubisoft,1.49,62.0,5.0,5.2,7.0
778,XB,Racing,Microsoft Game Studios,1.37,85.0,35.0,8.2,15.0
780,PS3,Sports,Take-Two Interactive,1.62,90.0,38.0,6.7,5.0
782,PS2,Racing,Electronic Arts,1.68,89.0,31.0,8.5,14.0
784,PS2,Action,Tecmo Koei,0.63,78.0,24.0,9.3,13.0
785,PS3,Sports,Take-Two Interactive,1.44,84.0,26.0,4.9,3.0
786,PS,Role-Playing,SquareSoft,0.94,81.0,17.0,8.9,18.0
787,DS,Puzzle,Nintendo,0.63,84.0,56.0,8.7,10.0
790,PS4,Shooter,Electronic Arts,0.71,73.0,46.0,5.0,1.0
791,X360,Fighting,Warner Bros. Interactive Entertainment,1.63,86.0,66.0,8.3,5.0
792,PS3,Shooter,Take-Two Interactive,1.2,83.0,58.0,7.9,7.0
793,PS2,Action,Capcom,0.99,84.0,60.0,9.0,11.0
795,X360,Action,Take-Two Interactive,1.84,89.0,50.0,8.1,6.0
797,PS4,Action,Warner Bros. Interactive Entertainment,0.96,74.0,58.0,7.9,1.0
799,X360,Action,Capcom,1.16,85.0,82.0,7.6,10.0
800,PC,Role-Playing,Activision,1.77,90.0,53.0,5.6,6.0
801,PS2,Puzzle,THQ,1.11,44.0,7.0,6.2,14.0
802,DS,Role-Playing,Square Enix,0.89,77.0,45.0,7.1,10.0
804,GC,Misc,Nintendo,0.97,69.0,33.0,8.2,13.0
808,X360,Shooter,Valve Software,1.41,95.0,66.0,8.5,5.0
809,Wii,Sports,Nintendo,0.88,64.0,54.0,7.1,6.0
810,PSP,Racing,Electronic Arts,1.77,72.0,21.0,7.8,11.0
812,DS,Simulation,Electronic Arts,0.92,49.0,5.0,5.2,10.0
813,Wii,Simulation,Konami Digital Entertainment,1.35,73.0,16.0,7.1,9.0
814,PS4,Racing,Sony Computer Entertainment,0.36,71.0,85.0,6.1,2.0
816,X360,Fighting,THQ,1.48,83.0,68.0,7.9,7.0
817,PSP,Action,Konami Digital Entertainment,0.46,89.0,66.0,8.9,6.0
822,PS,Racing,Namco Bandai Games,0.68,88.0,18.0,9.2,18.0
823,PSP,Role-Playing,Square Enix,0.63,82.0,62.0,8.6,6.0
825,PS2,Fighting,Namco Bandai Games,1.06,92.0,41.0,8.8,13.0
826,X360,Racing,Electronic Arts,1.04,72.0,42.0,7.1,9.0
827,GC,Misc,Infogrames,1.47,75.0,26.0,8.8,14.0
830,PS3,Racing,Electronic Arts,0.63,59.0,40.0,5.9,8.0
833,PS2,Shooter,Sony Computer Entertainment,1.74,72.0,38.0,9.0,10.0
834,PS2,Action,Ubisoft,0.71,82.0,41.0,8.2,11.0
835,PS3,Racing,Electronic Arts,0.73,73.0,26.0,6.0,9.0
836,GBA,Platform,Nintendo,1.2,78.0,26.0,8.9,13.0
837,X360,Misc,Microsoft Game Studios,1.45,86.0,56.0,8.2,5.0
840,DS,Misc,Take-Two Interactive,1.21,48.0,11.0,3.3,8.0
841,PS2,Sports,Electronic Arts,1.57,86.0,19.0,7.7,13.0
842,X360,Shooter,Activision,1.82,89.0,65.0,8.1,11.0
843,Wii,Misc,Ubisoft,0.72,73.0,24.0,7.7,8.0
844,DS,Role-Playing,Nintendo,1.15,62.0,34.0,8.1,11.0
845,PS3,Role-Playing,Namco Bandai Games,0.75,89.0,54.0,8.7,5.0
846,X360,Misc,Ubisoft,1.47,70.0,34.0,7.7,5.0
847,XOne,Shooter,Electronic Arts,1.25,81.0,5.0,6.6,3.0
848,3DS,Role-Playing,Nintendo,0.9,92.0,72.0,9.1,4.0
849,PS3,Action,Electronic Arts,0.58,64.0,48.0,6.4,5.0
851,PS4,Role-Playing,Electronic Arts,0.73,89.0,43.0,7.4,2.0
853,PS3,Action,Electronic Arts,1.05,88.0,67.0,8.8,8.0
854,PS3,Fighting,Midway Games,1.48,76.0,44.0,7.1,8.0
855,DS,Puzzle,Midway Games,0.48,71.0,19.0,5.7,9.0
856,PS,Action,Activision,0.95,87.0,14.0,8.8,19.0
858,GBA,Action,Electronic Arts,1.21,76.0,11.0,7.9,14.0
859,DS,Role-Playing,Square Enix,1.06,75.0,53.0,7.8,7.0
860,PS3,Sports,Electronic Arts,0.79,80.0,46.0,7.6,6.0
863,PS4,Racing,Electronic Arts,0.73,80.0,53.0,6.2,3.0
864,PS2,Platform,Universal Interactive,0.74,56.0,20.0,4.1,14.0
865,PS2,Action,Capcom,0.71,68.0,40.0,6.6,13.0
867,PSP,Sports,Sony Computer Entertainment,0.5,81.0,57.0,8.7,12.0
871,X360,Racing,Microsoft Game Studios,0.82,85.0,83.0,8.4,4.0
872,X360,Shooter,Ubisoft,1.09,88.0,69.0,8.3,10.0
873,PS2,Racing,Vivendi Games,0.74,69.0,24.0,7.7,13.0
874,X360,Shooter,Capcom,1.12,67.0,71.0,5.0,4.0
875,XB,Action,Take-Two Interactive,1.26,93.0,58.0,8.6,11.0
877,PS2,Sports,Electronic Arts,1.69,90.0,31.0,8.8,13.0
878,PS2,Fighting,Electronic Arts,0.95,80.0,33.0,8.9,13.0
879,DS,Platform,Nintendo,0.78,71.0,29.0,8.1,10.0
880,PS3,Racing,Electronic Arts,1.01,87.0,55.0,7.7,8.0
884,PS3,Simulation,Electronic Arts,0.73,78.0,39.0,6.4,6.0
885,X360,Sports,Electronic Arts,0.49,87.0,51.0,8.0,8.0
886,PS2,Fighting,Atari,1.09,77.0,32.0,8.9,12.0
887,Wii,Shooter,Activision,1.17,83.0,19.0,7.6,8.0
889,PS2,Shooter,Ubisoft,1.42,63.0,18.0,8.3,14.0
890,X360,Shooter,Take-Two Interactive,1.22,93.0,33.0,8.5,3.0
891,PS2,Role-Playing,Activision,1.0,79.0,48.0,8.5,12.0
894,X360,Fighting,Midway Games,1.53,72.0,61.0,7.5,8.0
895,PS4,Shooter,Activision,0.78,86.0,81.0,6.0,1.0
899,PS2,Shooter,THQ,0.76,88.0,25.0,8.0,15.0
900,PC,Simulation,Electronic Arts,1.03,80.0,22.0,8.6,13.0
901,3DS,Misc,Nintendo,0.62,57.0,47.0,6.3,3.0
902,PS2,Racing,THQ,0.94,80.0,18.0,9.2,12.0
903,PS,Misc,Sony Computer Entertainment,0.26,92.0,15.0,7.4,20.0
904,PS3,Misc,Activision,1.1,84.0,43.0,7.5,8.0
905,X360,Racing,Electronic Arts,0.73,83.0,75.0,6.5,7.0
907,PS3,Role-Playing,Activision,0.72,86.0,43.0,6.4,3.0
908,PS4,Platform,Sony Computer Entertainment,0.66,79.0,78.0,7.1,2.0
909,GC,Simulation,LucasArts,1.03,90.0,45.0,8.6,15.0
911,Wii,Sports,Nintendo,1.48,69.0,31.0,7.8,8.0
913,Wii,Misc,Electronic Arts,0.86,70.0,11.0,7.8,8.0
914,PS3,Sports,Electronic Arts,1.56,85.0,38.0,4.4,8.0
915,X360,Action,Warner Bros. Interactive Entertainment,1.15,74.0,46.0,7.5,3.0
916,Wii,Misc,Midway Games,1.28,29.0,7.0,4.6,8.0
918,PS2,Fighting,Midway Games,0.92,81.0,43.0,8.5,12.0
921,PS4,Sports,Take-Two Interactive,1.25,88.0,47.0,6.7,0.0
922,Wii,Misc,Disney Interactive Studios,1.04,49.0,15.0,6.6,7.0
925,GC,Adventure,Nintendo,0.96,82.0,39.0,7.7,14.0
927,PS3,Sports,Electronic Arts,1.6,76.0,19.0,4.1,3.0
928,PS2,Action,THQ,0.53,78.0,17.0,9.1,15.0
931,XB,Sports,Electronic Arts,1.75,86.0,39.0,6.7,11.0
932,PS2,Platform,Activision,1.12,71.0,32.0,8.5,12.0
934,PS,Role-Playing,Sony Computer Entertainment,0.94,74.0,12.0,8.4,17.0
936,Wii,Action,LucasArts,1.11,71.0,18.0,7.9,8.0
937,PS2,Sports,Electronic Arts,0.91,70.0,16.0,7.4,15.0
938,PS4,Action,Square Enix,0.47,73.0,42.0,6.5,1.0
939,PS,Role-Playing,SquareSoft,0.62,94.0,16.0,8.1,17.0
940,PS2,Platform,Sony Computer Entertainment,1.33,84.0,55.0,8.6,12.0
941,GBA,Role-Playing,Square Enix,1.26,76.0,37.0,7.9,12.0
943,PS3,Shooter,Take-Two Interactive,0.59,87.0,31.0,7.8,4.0
945,PS3,Action,Warner Bros. Interactive Entertainment,0.77,82.0,22.0,7.9,3.0
946,DS,Action,Disney Interactive Studios,1.32,80.0,4.0,4.5,7.0
947,PS2,Sports,Electronic Arts,1.53,87.0,25.0,8.5,11.0
949,Wii,Misc,Ubisoft,0.82,67.0,25.0,8.3,9.0
952,3DS,Platform,Nintendo,0.61,80.0,68.0,8.8,2.0
955,DS,Platform,Sega,0.92,70.0,24.0,7.5,6.0
958,PS3,Action,Sony Computer Entertainment,1.05,83.0,90.0,8.4,5.0
959,PC,Role-Playing,Activision,0.84,82.0,42.0,4.8,4.0
961,PS2,Misc,Namco Bandai Games,1.73,72.0,9.0,6.0,15.0
962,PC,Simulation,Electronic Arts,1.81,85.0,17.0,7.9,15.0
963,PS3,Role-Playing,Namco Bandai Games,0.97,89.0,81.0,8.9,7.0
964,X360,Shooter,Electronic Arts,1.09,96.0,54.0,8.9,9.0
965,PS2,Simulation,Konami Digital Entertainment,1.05,82.0,27.0,8.2,13.0
967,PS2,Fighting,Sega,0.78,94.0,36.0,8.0,14.0
968,PS4,Action,Take-Two Interactive,0.42,68.0,66.0,5.1,0.0
969,PS2,Platform,Sony Computer Entertainment,0.88,88.0,64.0,9.0,12.0
971,GBA,Platform,Sega,0.93,83.0,23.0,8.3,14.0
972,X360,Sports,Electronic Arts,1.66,80.0,54.0,6.0,10.0
974,PS3,Action,Take-Two Interactive,1.41,89.0,46.0,7.6,6.0
975,XOne,Racing,Microsoft Game Studios,0.73,87.0,85.0,7.9,1.0
976,PS4,Action,Bethesda Softworks,0.55,75.0,65.0,7.3,2.0
977,Wii,Shooter,Nintendo,0.89,90.0,62.0,8.9,9.0
981,PS2,Racing,Take-Two Interactive,1.25,85.0,41.0,8.5,13.0
983,PS2,Action,Sony Computer Entertainment,0.39,57.0,53.0,7.6,12.0
984,PS2,Action,Vivendi Games,0.85,47.0,21.0,6.6,11.0
987,XB,Fighting,Microsoft Game Studios,1.19,87.0,35.0,8.6,15.0
988,DS,Role-Playing,Square Enix,0.23,75.0,30.0,7.4,10.0
989,Wii,Action,LucasArts,1.01,76.0,7.0,7.7,5.0
993,PS3,Fighting,THQ,1.07,84.0,58.0,8.1,7.0
994,PS2,Platform,THQ,1.06,75.0,5.0,9.0,12.0
995,GBA,Role-Playing,Nintendo,0.93,91.0,29.0,9.3,15.0
998,PS2,Fighting,Electronic Arts,0.86,83.0,46.0,8.9,12.0
999,XB,Shooter,Ubisoft,1.23,84.0,29.0,6.1,14.0
1000,PS2,Action,Take-Two Interactive,0.86,71.0,34.0,5.7,14.0
1002,PS2,Simulation,Electronic Arts,0.52,70.0,25.0,8.2,12.0
1003,PS2,Simulation,Activision,0.61,84.0,25.0,8.0,15.0
1005,XB,Shooter,Activision,1.24,80.0,55.0,9.1,12.0
1007,PS4,Sports,Electronic Arts,1.25,82.0,35.0,4.9,0.0
1008,PS3,Action,Square Enix,0.45,83.0,66.0,8.0,6.0
1013,PS3,Sports,Electronic Arts,0.35,81.0,28.0,7.1,9.0
1014,X360,Shooter,Microsoft Game Studios,1.0,83.0,75.0,8.0,9.0
1015,WiiU,Misc,Nintendo,0.3,65.0,38.0,6.8,3.0
1016,PS2,Simulation,Konami Digital Entertainment,0.85,55.0,6.0,6.2,8.0
1020,PS2,Role-Playing,Namco Bandai Games,0.63,83.0,35.0,8.7,14.0
1022,X360,Action,Microsoft Game Studios,1.05,55.0,61.0,3.5,4.0
1023,PS3,Role-Playing,Capcom,0.41,78.0,38.0,8.3,4.0
1026,PS4,Shooter,Sony Computer Entertainment,0.61,63.0,94.0,6.6,1.0
1027,PS2,Sports,Electronic Arts,0.85,92.0,33.0,8.9,15.0
1028,PS4,Platform,Sony Computer Entertainment Europe,0.43,54.0,83.0,6.5,3.0
1031,DS,Role-Playing,Nintendo,0.2,78.0,41.0,8.1,6.0
1032,GBA,Platform,Universal Interactive,0.95,78.0,18.0,7.9,14.0
1033,X360,Action,Square Enix,0.68,79.0,51.0,7.1,4.0
1035,PS4,Racing,Ubisoft,0.35,61.0,60.0,5.4,2.0
1037,XOne,Sports,Take-Two Interactive,1.37,82.0,9.0,6.3,2.0
1038,XB,Sports,Electronic Arts,1.61,91.0,39.0,7.6,12.0
1039,PS2,Role-Playing,Ubisoft,0.8,80.0,55.0,7.7,13.0
1040,PC,Shooter,Activision,0.41,78.0,26.0,2.5,5.0
1041,X360,Action,Bethesda Softworks,1.06,88.0,56.0,7.9,4.0
1043,Wii,Misc,MTV Games,1.17,89.0,25.0,8.9,7.0
1044,PS2,Simulation,Sony Computer Entertainment Europe,0.88,84.0,57.0,9.1,12.0
1045,XB,Racing,Electronic Arts,1.09,83.0,25.0,8.7,13.0
1050,DS,Misc,Mindscape,1.15,20.0,13.0,1.9,9.0
1052,PS3,Shooter,Valve,0.83,95.0,54.0,8.4,5.0
1054,PS2,Sports,Electronic Arts,1.41,87.0,18.0,8.6,10.0
1055,PC,Simulation,Electronic Arts,0.59,74.0,17.0,5.3,6.0
1056,PS4,Action,Hello Games,0.63,71.0,94.0,4.5,0.0
1059,PS2,Shooter,Sony Computer Entertainment,1.22,82.0,59.0,8.8,11.0
1060,PS3,Shooter,Take-Two Interactive,0.72,94.0,27.0,8.5,3.0
1065,GBA,Action,Electronic Arts,0.87,64.0,8.0,7.1,15.0
1066,GBA,Role-Playing,Infogrames,1.52,53.0,15.0,6.9,14.0
1068,GC,Action,Capcom,0.98,96.0,82.0,9.4,11.0
1071,X360,Racing,Electronic Arts,0.79,64.0,62.0,5.9,8.0
1074,Wii,Platform,Sega,0.92,78.0,58.0,8.5,6.0
1075,PS3,Action,THQ,0.88,82.0,50.0,7.9,8.0
1078,PC,Strategy,Take-Two Interactive,0.98,90.0,70.0,7.9,6.0
1080,PC,Simulation,Electronic Arts,1.67,79.0,20.0,8.2,13.0
1081,GBA,Action,Nintendo,1.18,92.0,44.0,9.1,14.0
1082,Wii,Sports,Namco Bandai Games,0.97,67.0,32.0,8.5,8.0
1083,PSP,Shooter,LucasArts,0.9,73.0,35.0,7.9,9.0
1084,PS2,Sports,Electronic Arts,0.93,93.0,41.0,9.1,13.0
1085,PS,Sports,Electronic Arts,1.58,90.0,14.0,6.8,16.0
1086,XB,Shooter,Activision,1.22,83.0,40.0,8.9,11.0
1088,PS,Sports,Activision,1.09,87.0,10.0,8.3,15.0
1091,PS3,Role-Playing,Electronic Arts,0.96,87.0,41.0,7.9,7.0
1092,PS2,Racing,Midway Games,1.13,84.0,28.0,7.8,15.0
1093,PS2,Sports,Electronic Arts,1.35,94.0,15.0,8.8,13.0
1094,PS3,Fighting,Electronic Arts,0.81,83.0,37.0,7.9,10.0
1095,PC,Strategy,Activision,0.83,86.0,68.0,7.9,3.0
1096,PS2,Platform,THQ,1.08,71.0,9.0,9.0,13.0
1097,PS4,Adventure,Sony Computer Entertainment Europe,0.45,79.0,103.0,8.2,1.0
1098,Wii,Sports,THQ,0.45,44.0,17.0,8.0,8.0
1100,PS2,Sports,Electronic Arts,0.78,93.0,35.0,8.3,16.0
1101,Wii,Sports,Ubisoft,0.93,78.0,28.0,8.7,8.0
1102,PS2,Sports,Midway Games,0.81,83.0,44.0,9.2,12.0
1103,X360,Action,Deep Silver,1.01,81.0,42.0,6.5,3.0
1104,PS2,Sports,Electronic Arts,1.25,83.0,22.0,8.3,14.0
1105,X360,Action,Warner Bros. Interactive Entertainment,0.9,79.0,59.0,7.2,4.0
1106,PS2,Fighting,Atari,0.96,72.0,29.0,8.4,11.0
1107,PS4,Role-Playing,Namco Bandai Games,0.65,89.0,69.0,8.8,0.0
1109,Wii,Platform,Nintendo,0.58,77.0,49.0,8.5,5.0
1110,GC,Misc,Nintendo,0.9,71.0,33.0,7.9,12.0
1112,Wii,Action,LucasArts,1.21,56.0,24.0,6.7,8.0
1113,X360,Racing,Electronic Arts,0.76,77.0,52.0,6.3,10.0
1114,PS3,Action,Sony Computer Entertainment,0.57,79.0,64.0,8.3,9.0
